epoch,accuracy,iou,loss,lr,precision,recall,val_accuracy,val_iou,val_loss,val_precision,val_recall
11,0.9589155912399292,0.29886743426322937,0.18656262755393982,1e-04,0.8766873478889465,0.6804423332214355,0.9288840293884277,0.19240951538085938,0.247403085231781,0.636282742023468,0.4633532166481018
12,0.9592099785804749,0.3079776465892792,0.18053781986236572,1e-04,0.8755462169647217,0.6855812668800354,0.9290526509284973,0.22060716152191162,0.24005286395549774,0.6124002933502197,0.5531236529350281
13,0.9626926779747009,0.32632407546043396,0.16995592415332794,1e-04,0.8893877863883972,0.7141384482383728,0.9353798031806946,0.20266981422901154,0.22529135644435883,0.7275446653366089,0.43333742022514343
14,0.9653041362762451,0.3439595401287079,0.15996180474758148,1e-04,0.8990642428398132,0.7354284524917603,0.9286383986473083,0.1414700299501419,0.23073038458824158,0.8843920230865479,0.2156836986541748
15,0.9672505259513855,0.3592221140861511,0.1521022617816925,1e-04,0.9038593173027039,0.7540012001991272,0.9341943264007568,0.17568440735340118,0.21952518820762634,0.8506062030792236,0.3076811134815216
16,0.9686747789382935,0.3733498752117157,0.14511577785015106,1e-04,0.9077908992767334,0.7668564915657043,0.9373421669006348,0.2106061726808548,0.20766852796077728,0.7879398465156555,0.39956146478652954
17,0.9707289338111877,0.3898395001888275,0.13755790889263153,1e-04,0.9140818119049072,0.7849376797676086,0.9338246583938599,0.18933738768100739,0.21678447723388672,0.7894261479377747,0.34194815158843994
18,0.9718561768531799,0.4030686616897583,0.1310276985168457,1e-04,0.916762113571167,0.7952152490615845,0.9355238676071167,0.19675295054912567,0.21086038649082184,0.8126834034919739,0.35109877586364746
19,0.9718315005302429,0.41083475947380066,0.12740983068943024,1e-04,0.9175329804420471,0.794151782989502,0.9371647834777832,0.23934276401996613,0.20420974493026733,0.7280014753341675,0.4667308032512665
20,0.972200870513916,0.4216340184211731,0.12299224734306335,1e-04,0.915911078453064,0.800092339515686,0.9291791915893555,0.2731909453868866,0.2284860759973526,0.6011420488357544,0.6173579096794128
21,0.9721768498420715,0.43031632900238037,0.11963122338056564,1e-04,0.9149619340896606,0.8011021018028259,0.907802164554596,0.2277606576681137,0.2715465724468231,0.4834309220314026,0.5416346788406372
22,0.9733627438545227,0.44297605752944946,0.11401815712451935,1e-04,0.9163655042648315,0.8139851093292236,0.8953079581260681,0.24509091675281525,0.33557435870170593,0.43927663564682007,0.6359075903892517
23,0.9724173545837402,0.4471205472946167,0.11403455585241318,1e-05,0.9101186990737915,0.8095559477806091,0.9424116015434265,0.26233506202697754,0.18549811840057373,0.7908053994178772,0.47732043266296387
24,0.9778220057487488,0.4677947163581848,0.1030702069401741,1e-05,0.9369093179702759,0.8440285921096802,0.9437743425369263,0.2787759006023407,0.1821361482143402,0.7639029622077942,0.5332177877426147
25,0.9789054989814758,0.4744185507297516,0.10064742714166641,1e-05,0.9396824836730957,0.8539795875549316,0.9444199800491333,0.2829020917415619,0.1807921826839447,0.7630343437194824,0.5453320145606995
26,0.9796481728553772,0.4791414141654968,0.09895509481430054,1e-05,0.9423820376396179,0.8597561120986938,0.9448932409286499,0.2858049273490906,0.1802176982164383,0.7640351057052612,0.5518759489059448
27,0.980205774307251,0.483140230178833,0.09754961729049683,1e-05,0.9444020986557007,0.8640531897544861,0.9451549053192139,0.2870568633079529,0.1797962486743927,0.7671433687210083,0.5518388152122498
28,0.9806822538375854,0.4866790175437927,0.09630721062421799,1e-05,0.9462589621543884,0.8675128817558289,0.9452424645423889,0.2884286046028137,0.17967428267002106,0.7671169638633728,0.5533748865127563
29,0.9811041951179504,0.48998063802719116,0.09516336023807526,1e-05,0.9478760361671448,0.870646595954895,0.9452329277992249,0.28991082310676575,0.1797485649585724,0.7654982805252075,0.555516242980957
30,0.9814824461936951,0.49305281043052673,0.0940932035446167,1e-05,0.9493975639343262,0.8733385801315308,0.94525146484375,0.29129913449287415,0.17983880639076233,0.7644603848457336,0.5574519634246826
31,0.9818422794342041,0.49604612588882446,0.09305839985609055,1e-05,0.9507689476013184,0.8759937286376953,0.9452914595603943,0.292949378490448,0.17978543043136597,0.7629801630973816,0.5602414011955261
32,0.982449471950531,0.49914517998695374,0.09167855978012085,1e-06,0.9532287120819092,0.8799882531166077,0.9450050592422485,0.2968308627605438,0.1805245578289032,0.7503017783164978,0.5749481320381165
33,0.9825697541236877,0.4997943341732025,0.0914442390203476,1e-06,0.9540424942970276,0.8806203007698059,0.9448612332344055,0.2983992099761963,0.18095751106739044,0.7456488609313965,0.5801558494567871
34,0.9826197028160095,0.5003005862236023,0.09130025655031204,1e-06,0.9540674090385437,0.8812894821166992,0.9448397159576416,0.2990436255931854,0.18114012479782104,0.7443407773971558,0.5819688439369202
35,0.9826908111572266,0.5007874369621277,0.09112580120563507,1e-07,0.9541495442390442,0.8820842504501343,0.9448237419128418,0.29929423332214355,0.1812308430671692,0.7436968684196472,0.5827882289886475
36,0.9826961159706116,0.500824511051178,0.09111331403255463,1e-07,0.9541798830032349,0.882120668888092,0.9448156952857971,0.2994381785392761,0.18128205835819244,0.743334949016571,0.583270788192749
37,0.982700526714325,0.5008622407913208,0.09110070019960403,1e-07,0.9542035460472107,0.8821450471878052,0.9448104500770569,0.2995230555534363,0.1813122183084488,0.7431405782699585,0.5835277438163757
38,0.9827085137367249,0.5009083151817322,0.09108275175094604,1e-08,0.9542220234870911,0.8822192549705505,0.9448119401931763,0.2995462715625763,0.18131792545318604,0.7431541681289673,0.5835362672805786
